2019-12-02 00:00	318
2019-12-02 00:01	702
2019-12-02 00:02	527
2019-12-02 00:03	320
2019-12-02 00:04	381
2019-12-02 00:05	287
2019-12-02 00:06	308
2019-12-02 00:07	614
2019-12-02 00:08	324
2019-12-02 00:09	375
2019-12-02 00:10	785
2019-12-02 00:11	440
2019-12-02 00:12	439
2019-12-02 00:13	351
2019-12-02 00:14	259
2019-12-02 00:15	327
2019-12-02 00:16	376
2019-12-02 00:17	537
2019-12-02 00:18	156
2019-12-02 00:19	194
2019-12-02 00:20	300
2019-12-02 00:21	212
2019-12-02 00:22	434
2019-12-02 00:23	481
2019-12-02 00:24	522
2019-12-02 00:25	526
2019-12-02 00:26	383
2019-12-02 00:27	348
2019-12-02 00:28	426
2019-12-02 00:29	586
2019-12-02 00:30	436
2019-12-02 00:31	334
2019-12-02 00:32	403
2019-12-02 00:33	246
2019-12-02 00:34	279
2019-12-02 00:35	246
2019-12-02 00:36	172
2019-12-02 00:37	407
2019-12-02 00:38	229
2019-12-02 00:39	217
2019-12-02 00:40	429
2019-12-02 00:41	422
2019-12-02 00:42	374
2019-12-02 00:43	86
2019-12-02 00:44	259
2019-12-02 00:45	296
2019-12-02 00:46	214
2019-12-02 00:47	210
2019-12-02 00:48	171
2019-12-02 00:49	277
2019-12-02 00:50	195
2019-12-02 00:51	186
2019-12-02 00:52	91
2019-12-02 00:53	343
2019-12-02 00:54	174
2019-12-02 00:55	417
2019-12-02 00:56	207
2019-12-02 00:57	366
2019-12-02 00:58	270
2019-12-02 00:59	442
2019-12-02 01:00	331
2019-12-02 01:01	370
2019-12-02 01:02	335
2019-12-02 01:03	197
2019-12-02 01:04	235
2019-12-02 01:05	355
2019-12-02 01:06	358
2019-12-02 01:07	209
2019-12-02 01:08	543
2019-12-02 01:09	131
2019-12-02 01:10	402
2019-12-02 01:11	383
2019-12-02 01:12	271
2019-12-02 01:13	289
2019-12-02 01:14	565
2019-12-02 01:15	262
2019-12-02 01:16	422
2019-12-02 01:17	413
2019-12-02 01:18	330
2019-12-02 01:19	406
2019-12-02 01:20	241
2019-12-02 01:21	325
2019-12-02 01:22	213
2019-12-02 01:23	491
2019-12-02 01:24	408
2019-12-02 01:25	371
2019-12-02 01:26	290
2019-12-02 01:27	317
2019-12-02 01:28	291
2019-12-02 01:29	357
2019-12-02 01:30	387
2019-12-02 01:31	461
2019-12-02 01:32	226
2019-12-02 01:33	363
2019-12-02 01:34	366
2019-12-02 01:35	444
2019-12-02 01:36	142
2019-12-02 01:37	328
2019-12-02 01:38	206
2019-12-02 01:39	431
2019-12-02 01:40	308
2019-12-02 01:41	662
2019-12-02 01:42	500
2019-12-02 01:43	584
2019-12-02 01:44	251
2019-12-02 01:45	415
2019-12-02 01:46	259
2019-12-02 01:47	229
2019-12-02 01:48	459
2019-12-02 01:49	204
2019-12-02 01:50	336
2019-12-02 01:51	85
2019-12-02 01:52	80
2019-12-02 01:53	188
2019-12-02 01:54	665
2019-12-02 01:55	576
2019-12-02 01:56	464
2019-12-02 01:57	157
2019-12-02 01:58	448
2019-12-02 01:59	432
2019-12-02 02:00	291
2019-12-02 02:01	526
2019-12-02 02:02	256
2019-12-02 02:03	221
2019-12-02 02:04	409
2019-12-02 02:05	170
2019-12-02 02:06	323
2019-12-02 02:07	327
2019-12-02 02:08	484
2019-12-02 02:09	267
2019-12-02 02:10	383
2019-12-02 02:11	187
2019-12-02 02:12	264
2019-12-02 02:13	417
2019-12-02 02:14	565
2019-12-02 02:15	440
2019-12-02 02:16	248
2019-12-02 02:17	352
2019-12-02 02:18	528
2019-12-02 02:19	462
2019-12-02 02:20	376
2019-12-02 02:21	313
2019-12-02 02:22	295
2019-12-02 02:23	609
2019-12-02 02:24	441
2019-12-02 02:25	362
2019-12-02 02:26	596
2019-12-02 02:27	543
2019-12-02 02:28	654
2019-12-02 02:29	416
